"Day","Hour","Metro","scaled"
6,7,"Cleveland",25.9
6,8,"Cleveland",43.7
6,9,"Cleveland",60.7
6,10,"Cleveland",63
6,11,"Cleveland",80.4
6,12,"Cleveland",75.8
6,13,"Cleveland",72.9
6,14,"Cleveland",71.6
6,15,"Cleveland",79.7
6,16,"Cleveland",100
6,17,"Cleveland",97.4
6,18,"Cleveland",77.2
6,19,"Cleveland",59.4
6,20,"Cleveland",46.3
6,21,"Cleveland",39.6
6,22,"Cleveland",33.4
6,23,"Cleveland",23.3
7,0,"Cleveland",15.1
7,1,"Cleveland",9.8
7,2,"Cleveland",7.4
7,3,"Cleveland",1.3
7,4,"Cleveland",0
7,5,"Cleveland",1
7,6,"Cleveland",6.9
7,7,"Cleveland",17.4
7,8,"Cleveland",30.7
7,9,"Cleveland",50.1
7,10,"Cleveland",56.4
7,11,"Cleveland",70.8
7,12,"Cleveland",77.3
7,13,"Cleveland",77.8
7,14,"Cleveland",74.9
7,15,"Cleveland",88.9
7,16,"Cleveland",100
7,17,"Cleveland",84.8
7,18,"Cleveland",59.1
7,19,"Cleveland",41.8
7,20,"Cleveland",30.2
7,21,"Cleveland",21.9
7,22,"Cleveland",14.3
7,23,"Cleveland",8.4
