"gcid","metro","hourNumber","scaled"
"barbecue_restaurant","Houston",63,41.6
"barbecue_restaurant","Houston",64,31.9
"barbecue_restaurant","Houston",65,43
"barbecue_restaurant","Houston",66,58.4
"barbecue_restaurant","Houston",67,49
"barbecue_restaurant","Houston",68,30
"barbecue_restaurant","Houston",69,15.9
"barbecue_restaurant","Houston",70,15
"barbecue_restaurant","Houston",71,8.5
"barbecue_restaurant","Houston",72,2.2
"liquor_store","Houston",1,0.4
"liquor_store","Houston",2,0.1
"liquor_store","Houston",3,0
"liquor_store","Houston",4,0
"liquor_store","Houston",5,0.5
"liquor_store","Houston",6,0.4
"liquor_store","Houston",7,1.7
"liquor_store","Houston",8,1.7
"liquor_store","Houston",9,3.9
"liquor_store","Houston",10,7.1
"liquor_store","Houston",11,20.1
"liquor_store","Houston",12,23.6
"liquor_store","Houston",13,34.5
"liquor_store","Houston",14,40.5
"liquor_store","Houston",15,48.8
"liquor_store","Houston",16,56.7
"liquor_store","Houston",17,62.8
"liquor_store","Houston",18,80
"liquor_store","Houston",19,81.8
"liquor_store","Houston",20,82.6
"liquor_store","Houston",21,100
"liquor_store","Houston",22,13
"liquor_store","Houston",23,6.4
"liquor_store","Houston",24,2
"liquor_store","Houston",25,0.5
"liquor_store","Houston",26,0.4
"liquor_store","Houston",27,0.1
"liquor_store","Houston",28,0.4
"liquor_store","Houston",29,0
"liquor_store","Houston",30,0.6
"liquor_store","Houston",31,1.1
"liquor_store","Houston",32,0.8
"liquor_store","Houston",33,2.5
"liquor_store","Houston",34,8.5
"liquor_store","Houston",35,38.8
"liquor_store","Houston",36,59.9
"liquor_store","Houston",37,68
"liquor_store","Houston",38,77.2
"liquor_store","Houston",39,68.6
"liquor_store","Houston",40,74.5
"liquor_store","Houston",41,54.4
"liquor_store","Houston",42,53.2
"liquor_store","Houston",43,43.3
"liquor_store","Houston",44,30
"liquor_store","Houston",45,30
"liquor_store","Houston",46,2.8
"liquor_store","Houston",47,2.5
"liquor_store","Houston",48,2.7
"liquor_store","Houston",49,1.1
"liquor_store","Houston",50,0.3
"liquor_store","Houston",51,0.1
"liquor_store","Houston",52,0.1
"liquor_store","Houston",53,0.3
"liquor_store","Houston",54,0.7
"liquor_store","Houston",55,1.2
"liquor_store","Houston",56,2.3
"liquor_store","Houston",57,2.9
"liquor_store","Houston",58,6.4
"liquor_store","Houston",59,15
"liquor_store","Houston",60,13.2
"liquor_store","Houston",61,18.7
"liquor_store","Houston",62,20
"liquor_store","Houston",63,26
"liquor_store","Houston",64,28.2
"liquor_store","Houston",65,30.5
"liquor_store","Houston",66,37.4
"liquor_store","Houston",67,39.1
"liquor_store","Houston",68,40.5
"liquor_store","Houston",69,42.3
"liquor_store","Houston",70,6.7
"liquor_store","Houston",71,4.5
"liquor_store","Houston",72,2.6
"sports_bar","Houston",1,17.5
"sports_bar","Houston",2,5.3
"sports_bar","Houston",3,0.7
"sports_bar","Houston",4,1.1
"sports_bar","Houston",5,1.1
"sports_bar","Houston",6,2.2
"sports_bar","Houston",7,2.2
"sports_bar","Houston",8,2
"sports_bar","Houston",9,6.3
"sports_bar","Houston",10,16.2
"sports_bar","Houston",11,17.7
"sports_bar","Houston",12,30.6
"sports_bar","Houston",13,39.4
"sports_bar","Houston",14,33.9
"sports_bar","Houston",15,46.2
"sports_bar","Houston",16,53
"sports_bar","Houston",17,50.3
"sports_bar","Houston",18,58.6
"sports_bar","Houston",19,78.6
"sports_bar","Houston",20,72.6
"sports_bar","Houston",21,71.3
"sports_bar","Houston",22,69.8
"sports_bar","Houston",23,54
"sports_bar","Houston",24,37.4
"sports_bar","Houston",25,30
"sports_bar","Houston",26,9.4
"sports_bar","Houston",27,6.3
"sports_bar","Houston",28,0
"sports_bar","Houston",29,1.1
"sports_bar","Houston",30,0.9
"sports_bar","Houston",31,1.5
"sports_bar","Houston",32,0.4
"sports_bar","Houston",33,4.8
"sports_bar","Houston",34,4.6
"sports_bar","Houston",35,7.4
"sports_bar","Houston",36,10.5
"sports_bar","Houston",37,10.1
"sports_bar","Houston",38,7.9
"sports_bar","Houston",39,13.8
"sports_bar","Houston",40,17.3
"sports_bar","Houston",41,15.8
"sports_bar","Houston",42,20.1
"sports_bar","Houston",43,22.8
"sports_bar","Houston",44,25.6
"sports_bar","Houston",45,42
"sports_bar","Houston",46,45.3
"sports_bar","Houston",47,44.9
"sports_bar","Houston",48,33.3
"sports_bar","Houston",49,26.7
"sports_bar","Houston",50,11.2
"sports_bar","Houston",51,3.9
"sports_bar","Houston",52,0.2
"sports_bar","Houston",53,1.3
"sports_bar","Houston",54,1.8
"sports_bar","Houston",55,0.7
"sports_bar","Houston",56,3.5
"sports_bar","Houston",57,11.2
"sports_bar","Houston",58,27.8
"sports_bar","Houston",59,29.8
"sports_bar","Houston",60,41.1
"sports_bar","Houston",61,37.2
"sports_bar","Houston",62,60.4
"sports_bar","Houston",63,63
"sports_bar","Houston",64,55.4
"sports_bar","Houston",65,64.6
"sports_bar","Houston",66,79.4
"sports_bar","Houston",67,98
"sports_bar","Houston",68,100
"sports_bar","Houston",69,91.9
"sports_bar","Houston",70,97.4
"sports_bar","Houston",71,79.9
"sports_bar","Houston",72,63.2
"american_restaurant","Los Angeles",1,6.9
"american_restaurant","Los Angeles",2,4.3
"american_restaurant","Los Angeles",3,1.6
"american_restaurant","Los Angeles",4,1
"american_restaurant","Los Angeles",5,0.9
"american_restaurant","Los Angeles",6,4.6
"american_restaurant","Los Angeles",7,11.2
"american_restaurant","Los Angeles",8,24.2
"american_restaurant","Los Angeles",9,40.3
"american_restaurant","Los Angeles",10,49
"american_restaurant","Los Angeles",11,61
"american_restaurant","Los Angeles",12,84.2
"american_restaurant","Los Angeles",13,91.9
"american_restaurant","Los Angeles",14,70.4
"american_restaurant","Los Angeles",15,72.3
"american_restaurant","Los Angeles",16,65.5
"american_restaurant","Los Angeles",17,83.2
"american_restaurant","Los Angeles",18,98.3
"american_restaurant","Los Angeles",19,100
"american_restaurant","Los Angeles",20,74.2
"american_restaurant","Los Angeles",21,53.4
"american_restaurant","Los Angeles",22,38.7
"american_restaurant","Los Angeles",23,30.7
"american_restaurant","Los Angeles",24,17.2
"american_restaurant","Los Angeles",25,12.9
"american_restaurant","Los Angeles",26,8.9
"american_restaurant","Los Angeles",27,6.2
"american_restaurant","Los Angeles",28,1.1
"american_restaurant","Los Angeles",29,1.1
"american_restaurant","Los Angeles",30,3.3
"american_restaurant","Los Angeles",31,10
"american_restaurant","Los Angeles",32,22.7
"american_restaurant","Los Angeles",33,35.6
"american_restaurant","Los Angeles",34,55.9
"american_restaurant","Los Angeles",35,69.2
"american_restaurant","Los Angeles",36,83.3
"american_restaurant","Los Angeles",37,73.7
"american_restaurant","Los Angeles",38,67.3
"american_restaurant","Los Angeles",39,65.9
"american_restaurant","Los Angeles",40,56.1
"american_restaurant","Los Angeles",41,54.2
"american_restaurant","Los Angeles",42,48.4
"american_restaurant","Los Angeles",43,37.3
"american_restaurant","Los Angeles",44,26.7
"american_restaurant","Los Angeles",45,19.7
"american_restaurant","Los Angeles",46,15.5
"american_restaurant","Los Angeles",47,11.4
"american_restaurant","Los Angeles",48,7.7
"american_restaurant","Los Angeles",49,4.4
"american_restaurant","Los Angeles",50,3.3
"american_restaurant","Los Angeles",51,1.9
"american_restaurant","Los Angeles",52,0
"american_restaurant","Los Angeles",53,0.5
"american_restaurant","Los Angeles",54,2.5
"american_restaurant","Los Angeles",55,6.3
"american_restaurant","Los Angeles",56,14.7
"american_restaurant","Los Angeles",57,30.3
"american_restaurant","Los Angeles",58,42.5
"american_restaurant","Los Angeles",59,57.2
"american_restaurant","Los Angeles",60,62.8
"american_restaurant","Los Angeles",61,72.6
"american_restaurant","Los Angeles",62,64.3
"american_restaurant","Los Angeles",63,56.2
"american_restaurant","Los Angeles",64,48.5
"american_restaurant","Los Angeles",65,57.4
"american_restaurant","Los Angeles",66,81.2
"american_restaurant","Los Angeles",67,67.2
"american_restaurant","Los Angeles",68,56.2
"american_restaurant","Los Angeles",69,49.1
"american_restaurant","Los Angeles",70,39.2
"american_restaurant","Los Angeles",71,33.7
"american_restaurant","Los Angeles",72,25.5
"bakery","Los Angeles",1,5
"bakery","Los Angeles",2,2.4
"bakery","Los Angeles",3,1
"bakery","Los Angeles",4,1.1
"bakery","Los Angeles",5,2.3
"bakery","Los Angeles",6,10
"bakery","Los Angeles",7,26.9
"bakery","Los Angeles",8,40.4
"bakery","Los Angeles",9,48.9
"bakery","Los Angeles",10,66.7
"bakery","Los Angeles",11,83.9
"bakery","Los Angeles",12,82.8
"bakery","Los Angeles",13,90.7
"bakery","Los Angeles",14,97.9
"bakery","Los Angeles",15,100
"bakery","Los Angeles",16,96.8
"bakery","Los Angeles",17,99.1
"bakery","Los Angeles",18,94.5
"bakery","Los Angeles",19,71.7
"bakery","Los Angeles",20,47.2
"bakery","Los Angeles",21,33.3
"bakery","Los Angeles",22,19
"bakery","Los Angeles",23,11.9
"bakery","Los Angeles",24,7
"bakery","Los Angeles",25,3.1
"bakery","Los Angeles",26,1.7
"bakery","Los Angeles",27,0.8
"bakery","Los Angeles",28,3.1
"bakery","Los Angeles",29,9.8
"bakery","Los Angeles",30,14.6
"bakery","Los Angeles",31,22.7
"bakery","Los Angeles",32,38.1
"bakery","Los Angeles",33,53.1
"bakery","Los Angeles",34,64.2
"bakery","Los Angeles",35,78.4
"bakery","Los Angeles",36,83.8
"bakery","Los Angeles",37,71.2
"bakery","Los Angeles",38,68.8
"bakery","Los Angeles",39,63.5
"bakery","Los Angeles",40,57.1
"bakery","Los Angeles",41,29.9
"bakery","Los Angeles",42,21.9
"bakery","Los Angeles",43,11.7
"bakery","Los Angeles",44,11
"bakery","Los Angeles",45,7.1
"bakery","Los Angeles",46,6.7
"bakery","Los Angeles",47,6.2
"bakery","Los Angeles",48,4.8
"bakery","Los Angeles",49,1.8
"bakery","Los Angeles",50,2
"bakery","Los Angeles",51,1.1
"bakery","Los Angeles",52,0
"bakery","Los Angeles",53,0.6
"bakery","Los Angeles",54,3
"bakery","Los Angeles",55,7.5
"bakery","Los Angeles",56,15.6
"bakery","Los Angeles",57,26.8
"bakery","Los Angeles",58,33.5
"bakery","Los Angeles",59,44.2
"bakery","Los Angeles",60,44.2
"bakery","Los Angeles",61,53.4
"bakery","Los Angeles",62,48.5
"bakery","Los Angeles",63,51.9
"bakery","Los Angeles",64,45.6
"bakery","Los Angeles",65,44.6
"bakery","Los Angeles",66,49.7
"bakery","Los Angeles",67,32.9
"bakery","Los Angeles",68,29.6
"bakery","Los Angeles",69,24.7
"bakery","Los Angeles",70,18
"bakery","Los Angeles",71,10.9
"bakery","Los Angeles",72,7.7
"barbecue_restaurant","Los Angeles",1,1.4
"barbecue_restaurant","Los Angeles",2,0.4
"barbecue_restaurant","Los Angeles",3,0.4
"barbecue_restaurant","Los Angeles",4,1.1
"barbecue_restaurant","Los Angeles",5,2.7
"barbecue_restaurant","Los Angeles",6,1.8
"barbecue_restaurant","Los Angeles",7,2.5
"barbecue_restaurant","Los Angeles",8,6.6
"barbecue_restaurant","Los Angeles",9,9.8
"barbecue_restaurant","Los Angeles",10,23.4
"barbecue_restaurant","Los Angeles",11,36.9
"barbecue_restaurant","Los Angeles",12,68.2
"barbecue_restaurant","Los Angeles",13,64.3
"barbecue_restaurant","Los Angeles",14,66.4
"barbecue_restaurant","Los Angeles",15,65.4
"barbecue_restaurant","Los Angeles",16,70.7
"barbecue_restaurant","Los Angeles",17,90.8
"barbecue_restaurant","Los Angeles",18,100
"barbecue_restaurant","Los Angeles",19,86.7
"barbecue_restaurant","Los Angeles",20,64.5
"barbecue_restaurant","Los Angeles",21,35.9
"barbecue_restaurant","Los Angeles",22,20.8
"barbecue_restaurant","Los Angeles",23,8.9
"barbecue_restaurant","Los Angeles",24,4.4
"barbecue_restaurant","Los Angeles",25,0.9
"barbecue_restaurant","Los Angeles",26,2.3
"barbecue_restaurant","Los Angeles",27,0
"barbecue_restaurant","Los Angeles",28,0.4
"barbecue_restaurant","Los Angeles",29,0.2
"barbecue_restaurant","Los Angeles",30,0.5
"barbecue_restaurant","Los Angeles",31,1.8
"barbecue_restaurant","Los Angeles",32,3
"barbecue_restaurant","Los Angeles",33,12.6
"barbecue_restaurant","Los Angeles",34,17.6
"barbecue_restaurant","Los Angeles",35,41.2
"barbecue_restaurant","Los Angeles",36,60
"barbecue_restaurant","Los Angeles",37,65.7
"barbecue_restaurant","Los Angeles",38,49.6
"barbecue_restaurant","Los Angeles",39,51.7
"barbecue_restaurant","Los Angeles",40,52
"barbecue_restaurant","Los Angeles",41,46.5
"barbecue_restaurant","Los Angeles",42,45.5
"barbecue_restaurant","Los Angeles",43,32.9
"barbecue_restaurant","Los Angeles",44,16.7
"barbecue_restaurant","Los Angeles",45,10.1
"barbecue_restaurant","Los Angeles",46,6.9
"barbecue_restaurant","Los Angeles",47,5.3
"barbecue_restaurant","Los Angeles",48,2.1
"barbecue_restaurant","Los Angeles",49,1.2
"barbecue_restaurant","Los Angeles",50,0.4
"barbecue_restaurant","Los Angeles",51,1.8
"barbecue_restaurant","Los Angeles",52,0.5
"barbecue_restaurant","Los Angeles",53,0.4
"barbecue_restaurant","Los Angeles",54,0.9
"barbecue_restaurant","Los Angeles",55,1.6
"barbecue_restaurant","Los Angeles",56,3
"barbecue_restaurant","Los Angeles",57,9.2
"barbecue_restaurant","Los Angeles",58,13
"barbecue_restaurant","Los Angeles",59,18.5
"barbecue_restaurant","Los Angeles",60,29
"barbecue_restaurant","Los Angeles",61,37.8
"barbecue_restaurant","Los Angeles",62,50.1
"barbecue_restaurant","Los Angeles",63,41.2
"barbecue_restaurant","Los Angeles",64,48.7
"barbecue_restaurant","Los Angeles",65,78.5
"barbecue_restaurant","Los Angeles",66,79.4
"barbecue_restaurant","Los Angeles",67,67.9
"barbecue_restaurant","Los Angeles",68,56.3
"barbecue_restaurant","Los Angeles",69,32.9
"barbecue_restaurant","Los Angeles",70,18.1
"barbecue_restaurant","Los Angeles",71,11
"barbecue_restaurant","Los Angeles",72,11.4
"chicken_restaurant","Los Angeles",1,13.3
"chicken_restaurant","Los Angeles",2,4.8
"chicken_restaurant","Los Angeles",3,2
"chicken_restaurant","Los Angeles",4,0.9
"chicken_restaurant","Los Angeles",5,3.5
"chicken_restaurant","Los Angeles",6,1.1
"chicken_restaurant","Los Angeles",7,2.2
"chicken_restaurant","Los Angeles",8,9.4
"chicken_restaurant","Los Angeles",9,19.2
"chicken_restaurant","Los Angeles",10,27.7
"chicken_restaurant","Los Angeles",11,55.6
"chicken_restaurant","Los Angeles",12,78.4
"chicken_restaurant","Los Angeles",13,86.5
"chicken_restaurant","Los Angeles",14,79.9
"chicken_restaurant","Los Angeles",15,76.9
"chicken_restaurant","Los Angeles",16,68.9
"chicken_restaurant","Los Angeles",17,72.5
"chicken_restaurant","Los Angeles",18,85.2
"chicken_restaurant","Los Angeles",19,100
"chicken_restaurant","Los Angeles",20,70.6
"chicken_restaurant","Los Angeles",21,56.6
"chicken_restaurant","Los Angeles",22,44.9
"chicken_restaurant","Los Angeles",23,32.5
"chicken_restaurant","Los Angeles",24,17.6
"chicken_restaurant","Los Angeles",25,14.4
"chicken_restaurant","Los Angeles",26,5.4
"chicken_restaurant","Los Angeles",27,2
"chicken_restaurant","Los Angeles",28,1.1
"chicken_restaurant","Los Angeles",29,1.7
"chicken_restaurant","Los Angeles",30,0
"chicken_restaurant","Los Angeles",31,1.5
"chicken_restaurant","Los Angeles",32,4.4
"chicken_restaurant","Los Angeles",33,20.1
"chicken_restaurant","Los Angeles",34,24.4
"chicken_restaurant","Los Angeles",35,42.3
"chicken_restaurant","Los Angeles",36,53
"chicken_restaurant","Los Angeles",37,55.1
"chicken_restaurant","Los Angeles",38,53.6
"chicken_restaurant","Los Angeles",39,52.9
"chicken_restaurant","Los Angeles",40,55.5
"chicken_restaurant","Los Angeles",41,45.8
"chicken_restaurant","Los Angeles",42,47.7
"chicken_restaurant","Los Angeles",43,31.6
"chicken_restaurant","Los Angeles",44,26.2
"chicken_restaurant","Los Angeles",45,15.2
"chicken_restaurant","Los Angeles",46,10.9
"chicken_restaurant","Los Angeles",47,11.3
"chicken_restaurant","Los Angeles",48,5.2
"chicken_restaurant","Los Angeles",49,3.9
"chicken_restaurant","Los Angeles",50,1.5
"chicken_restaurant","Los Angeles",51,0.4
"chicken_restaurant","Los Angeles",52,2.2
"chicken_restaurant","Los Angeles",53,1.1
"chicken_restaurant","Los Angeles",54,1.3
"chicken_restaurant","Los Angeles",55,2.6
"chicken_restaurant","Los Angeles",56,6.8
"chicken_restaurant","Los Angeles",57,17.6
"chicken_restaurant","Los Angeles",58,19.4
"chicken_restaurant","Los Angeles",59,29.8
"chicken_restaurant","Los Angeles",60,48.4
"chicken_restaurant","Los Angeles",61,57.5
"chicken_restaurant","Los Angeles",62,64
"chicken_restaurant","Los Angeles",63,66.7
"chicken_restaurant","Los Angeles",64,69.1
"chicken_restaurant","Los Angeles",65,64.5
"chicken_restaurant","Los Angeles",66,78.2
"chicken_restaurant","Los Angeles",67,82.3
"chicken_restaurant","Los Angeles",68,67.8
"chicken_restaurant","Los Angeles",69,57.5
"chicken_restaurant","Los Angeles",70,39
"chicken_restaurant","Los Angeles",71,47.1
"chicken_restaurant","Los Angeles",72,21.6
"chinese_restaurant","Los Angeles",1,3.5
"chinese_restaurant","Los Angeles",2,1.8
"chinese_restaurant","Los Angeles",3,0.6
"chinese_restaurant","Los Angeles",4,0.2
"chinese_restaurant","Los Angeles",5,0
"chinese_restaurant","Los Angeles",6,0.8
"chinese_restaurant","Los Angeles",7,1.4
"chinese_restaurant","Los Angeles",8,6.8
"chinese_restaurant","Los Angeles",9,5.9
"chinese_restaurant","Los Angeles",10,17.6
"chinese_restaurant","Los Angeles",11,27.6
"chinese_restaurant","Los Angeles",12,57.4
"chinese_restaurant","Los Angeles",13,70.5
"chinese_restaurant","Los Angeles",14,60.8
"chinese_restaurant","Los Angeles",15,52.7
"chinese_restaurant","Los Angeles",16,46.4
"chinese_restaurant","Los Angeles",17,62.8
"chinese_restaurant","Los Angeles",18,93
"chinese_restaurant","Los Angeles",19,88.8
"chinese_restaurant","Los Angeles",20,63.7
"chinese_restaurant","Los Angeles",21,44.3
"chinese_restaurant","Los Angeles",22,29
"chinese_restaurant","Los Angeles",23,14.2
"chinese_restaurant","Los Angeles",24,7.2
"chinese_restaurant","Los Angeles",25,5.5
"chinese_restaurant","Los Angeles",26,2.8
"chinese_restaurant","Los Angeles",27,1.1
"chinese_restaurant","Los Angeles",28,1.1
"chinese_restaurant","Los Angeles",29,0.1
"chinese_restaurant","Los Angeles",30,0.4
"chinese_restaurant","Los Angeles",31,1.2
"chinese_restaurant","Los Angeles",32,4.3
"chinese_restaurant","Los Angeles",33,6.5
"chinese_restaurant","Los Angeles",34,17
"chinese_restaurant","Los Angeles",35,35.7
"chinese_restaurant","Los Angeles",36,56.5
"chinese_restaurant","Los Angeles",37,58.4
"chinese_restaurant","Los Angeles",38,52.6
"chinese_restaurant","Los Angeles",39,38.8
"chinese_restaurant","Los Angeles",40,35.2
"chinese_restaurant","Los Angeles",41,46
"chinese_restaurant","Los Angeles",42,60.6
"chinese_restaurant","Los Angeles",43,50.8
"chinese_restaurant","Los Angeles",44,33.8
"chinese_restaurant","Los Angeles",45,25.6
"chinese_restaurant","Los Angeles",46,11
"chinese_restaurant","Los Angeles",47,8.4
"chinese_restaurant","Los Angeles",48,4.8
"chinese_restaurant","Los Angeles",49,3.2
"chinese_restaurant","Los Angeles",50,2
"chinese_restaurant","Los Angeles",51,0.9
"chinese_restaurant","Los Angeles",52,1
"chinese_restaurant","Los Angeles",53,0.1
"chinese_restaurant","Los Angeles",54,1
"chinese_restaurant","Los Angeles",55,1.6
"chinese_restaurant","Los Angeles",56,3.8
"chinese_restaurant","Los Angeles",57,9.5
"chinese_restaurant","Los Angeles",58,18.8
"chinese_restaurant","Los Angeles",59,33.1
"chinese_restaurant","Los Angeles",60,63.8
"chinese_restaurant","Los Angeles",61,65.2
"chinese_restaurant","Los Angeles",62,56
"chinese_restaurant","Los Angeles",63,61.3
"chinese_restaurant","Los Angeles",64,52.7
"chinese_restaurant","Los Angeles",65,74
"chinese_restaurant","Los Angeles",66,100
"chinese_restaurant","Los Angeles",67,97
"chinese_restaurant","Los Angeles",68,68.8
"chinese_restaurant","Los Angeles",69,41.4
"chinese_restaurant","Los Angeles",70,27.7
"chinese_restaurant","Los Angeles",71,16.4
"chinese_restaurant","Los Angeles",72,8.9
"health_food_store","Los Angeles",1,1.4
"health_food_store","Los Angeles",2,1
"health_food_store","Los Angeles",3,0.7
"health_food_store","Los Angeles",4,0.7
"health_food_store","Los Angeles",5,3.3
"health_food_store","Los Angeles",6,5.8
"health_food_store","Los Angeles",7,11.3
"health_food_store","Los Angeles",8,26.1
"health_food_store","Los Angeles",9,36.1
"health_food_store","Los Angeles",10,43.3
"health_food_store","Los Angeles",11,49.3
"health_food_store","Los Angeles",12,69.8
"health_food_store","Los Angeles",13,81.8
"health_food_store","Los Angeles",14,81.1
"health_food_store","Los Angeles",15,94.3
"health_food_store","Los Angeles",16,100
"health_food_store","Los Angeles",17,84.7
"health_food_store","Los Angeles",18,80.2
"health_food_store","Los Angeles",19,68.7
"health_food_store","Los Angeles",20,55.7
"health_food_store","Los Angeles",21,46.2
"health_food_store","Los Angeles",22,24.9
"health_food_store","Los Angeles",23,6.2
"health_food_store","Los Angeles",24,6.5
"health_food_store","Los Angeles",25,3.8
"health_food_store","Los Angeles",26,1.9
"health_food_store","Los Angeles",27,0.9
"health_food_store","Los Angeles",28,0.9
"health_food_store","Los Angeles",29,1.4
"health_food_store","Los Angeles",30,3.6
"health_food_store","Los Angeles",31,13.9
"health_food_store","Los Angeles",32,22.2
"health_food_store","Los Angeles",33,24.6
"health_food_store","Los Angeles",34,41.1
"health_food_store","Los Angeles",35,51.7
"health_food_store","Los Angeles",36,60.1
"health_food_store","Los Angeles",37,60.7
"health_food_store","Los Angeles",38,50.2
"health_food_store","Los Angeles",39,41.2
"health_food_store","Los Angeles",40,38
"health_food_store","Los Angeles",41,10
"health_food_store","Los Angeles",42,9.1
"health_food_store","Los Angeles",43,5.5
"health_food_store","Los Angeles",44,5.2
"health_food_store","Los Angeles",45,4.6
"health_food_store","Los Angeles",46,5.5
"health_food_store","Los Angeles",47,6.2
"health_food_store","Los Angeles",48,4.1
"health_food_store","Los Angeles",49,1.2
"health_food_store","Los Angeles",50,1.7
"health_food_store","Los Angeles",51,1.7
"health_food_store","Los Angeles",52,0
"health_food_store","Los Angeles",53,0.3
"health_food_store","Los Angeles",54,3.8
"health_food_store","Los Angeles",55,5.5
"health_food_store","Los Angeles",56,15.3
"health_food_store","Los Angeles",57,17.5
"health_food_store","Los Angeles",58,18
"health_food_store","Los Angeles",59,36.3
"health_food_store","Los Angeles",60,35.6
"health_food_store","Los Angeles",61,40.9
"health_food_store","Los Angeles",62,43
"health_food_store","Los Angeles",63,42.8
"health_food_store","Los Angeles",64,41.6
"health_food_store","Los Angeles",65,48.1
"health_food_store","Los Angeles",66,39.9
"health_food_store","Los Angeles",67,25.3
"health_food_store","Los Angeles",68,23
"health_food_store","Los Angeles",69,15.6
"health_food_store","Los Angeles",70,19.4
"health_food_store","Los Angeles",71,8.2
"health_food_store","Los Angeles",72,3.8
"indian_restaurant","Los Angeles",1,6.9
"indian_restaurant","Los Angeles",2,1.7
"indian_restaurant","Los Angeles",3,1.3
"indian_restaurant","Los Angeles",4,0.2
"indian_restaurant","Los Angeles",5,0
"indian_restaurant","Los Angeles",6,0.7
"indian_restaurant","Los Angeles",7,1.5
"indian_restaurant","Los Angeles",8,3.5
"indian_restaurant","Los Angeles",9,9.4
"indian_restaurant","Los Angeles",10,13.1
"indian_restaurant","Los Angeles",11,18.2
"indian_restaurant","Los Angeles",12,42.8
"indian_restaurant","Los Angeles",13,70.9
"indian_restaurant","Los Angeles",14,58.2
"indian_restaurant","Los Angeles",15,39.5
"indian_restaurant","Los Angeles",16,33.1
"indian_restaurant","Los Angeles",17,52.2
"indian_restaurant","Los Angeles",18,88.4
"indian_restaurant","Los Angeles",19,99
"indian_restaurant","Los Angeles",20,88.9
"indian_restaurant","Los Angeles",21,67.3
"indian_restaurant","Los Angeles",22,31.7
"indian_restaurant","Los Angeles",23,16.5
"indian_restaurant","Los Angeles",24,5.8
"indian_restaurant","Los Angeles",25,4.3
"indian_restaurant","Los Angeles",26,1.2
"indian_restaurant","Los Angeles",27,0.8
"indian_restaurant","Los Angeles",28,0.5
"indian_restaurant","Los Angeles",29,0.2
"indian_restaurant","Los Angeles",30,0.5
"indian_restaurant","Los Angeles",31,2.1
"indian_restaurant","Los Angeles",32,2.5
"indian_restaurant","Los Angeles",33,8.4
"indian_restaurant","Los Angeles",34,13.7
"indian_restaurant","Los Angeles",35,28.4
"indian_restaurant","Los Angeles",36,48.8
"indian_restaurant","Los Angeles",37,67.4
"indian_restaurant","Los Angeles",38,82.5
"indian_restaurant","Los Angeles",39,49.9
"indian_restaurant","Los Angeles",40,32.1
"indian_restaurant","Los Angeles",41,39.7
"indian_restaurant","Los Angeles",42,65.3
"indian_restaurant","Los Angeles",43,84.8
"indian_restaurant","Los Angeles",44,89.4
"indian_restaurant","Los Angeles",45,95.7
"indian_restaurant","Los Angeles",46,45
"indian_restaurant","Los Angeles",47,10.4
"indian_restaurant","Los Angeles",48,5.5
"indian_restaurant","Los Angeles",49,4.3
"indian_restaurant","Los Angeles",50,0.7
"indian_restaurant","Los Angeles",51,1.5
"indian_restaurant","Los Angeles",52,0.2
"indian_restaurant","Los Angeles",53,0.5
"indian_restaurant","Los Angeles",54,0.7
"indian_restaurant","Los Angeles",55,2.3
"indian_restaurant","Los Angeles",56,3.5
"indian_restaurant","Los Angeles",57,8.4
"indian_restaurant","Los Angeles",58,17.2
"indian_restaurant","Los Angeles",59,17.7
"indian_restaurant","Los Angeles",60,52.2
"indian_restaurant","Los Angeles",61,69.4
"indian_restaurant","Los Angeles",62,86.3
"indian_restaurant","Los Angeles",63,60.3
"indian_restaurant","Los Angeles",64,45.8
"indian_restaurant","Los Angeles",65,48.6
"indian_restaurant","Los Angeles",66,86.4
"indian_restaurant","Los Angeles",67,100
"indian_restaurant","Los Angeles",68,94.2
"indian_restaurant","Los Angeles",69,98.2
"indian_restaurant","Los Angeles",70,44.8
"indian_restaurant","Los Angeles",71,27.8
"indian_restaurant","Los Angeles",72,10.7
"korean_restaurant","Los Angeles",1,9.1
"korean_restaurant","Los Angeles",2,4.1
"korean_restaurant","Los Angeles",3,1.1
"korean_restaurant","Los Angeles",4,0
"korean_restaurant","Los Angeles",5,0.2
"korean_restaurant","Los Angeles",6,0.8
"korean_restaurant","Los Angeles",7,2.6
"korean_restaurant","Los Angeles",8,5.6
"korean_restaurant","Los Angeles",9,10.2
"korean_restaurant","Los Angeles",10,8.9
"korean_restaurant","Los Angeles",11,19.4
"korean_restaurant","Los Angeles",12,36.4
"korean_restaurant","Los Angeles",13,50.5
"korean_restaurant","Los Angeles",14,49.6
"korean_restaurant","Los Angeles",15,39.9
"korean_restaurant","Los Angeles",16,45.1
"korean_restaurant","Los Angeles",17,61.4
"korean_restaurant","Los Angeles",18,97.7
"korean_restaurant","Los Angeles",19,100
"korean_restaurant","Los Angeles",20,65.9
"korean_restaurant","Los Angeles",21,42.6
"korean_restaurant","Los Angeles",22,32.9
"korean_restaurant","Los Angeles",23,27.4
"korean_restaurant","Los Angeles",24,12.5
"korean_restaurant","Los Angeles",25,12.1
"korean_restaurant","Los Angeles",26,5.7
"korean_restaurant","Los Angeles",27,3.5
"korean_restaurant","Los Angeles",28,3.4
